const,3.679185
annual_inc,4.00E-06
dti,-0.002946
funded_amnt,-0.001628
grade_enc,0.888092
int_rate,-0.397999
loan_amnt,-0.000182
revol_bal,-1.60E-05
term_num,0.01829
total_pymnt,0.00175
